#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NZ_CP013992.1",1878859,1879536,"+",,"trmD","AWN65_RS08405","WP_060382758.1",225,"MULTISPECIES: tRNA (guanosine(37)-N1)-methyltransferase TrmD"
"chromosome","NZ_CP013992.1",1879583,1880398,"-",,,"AWN65_RS08410","WP_060382759.1",271,"MULTISPECIES: SDR family oxidoreductase"
"chromosome","NZ_CP013992.1",1880715,1882322,"-",,,"AWN65_RS08415","WP_060382760.1",535,"hypothetical protein"
"chromosome","NZ_CP013992.1",1882590,1884233,"-",,,"AWN65_RS08420","WP_060382761.1",547,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",1884584,1884934,"+",,"rplS","AWN65_RS08425","WP_060382762.1",116,"MULTISPECIES: 50S ribosomal protein L19"
"chromosome","NZ_CP013992.1",1885363,1886187,"-",,,"AWN65_RS08430","WP_060382763.1",274,"DUF4249 domain-containing protein"
"chromosome","NZ_CP013992.1",1886300,1888672,"-",,,"AWN65_RS08435","WP_060382764.1",790,"MULTISPECIES: TonB-dependent receptor"
"chromosome","NZ_CP013992.1",1889176,1889775,"+",,,"AWN65_RS08440","WP_060382765.1",199,"MULTISPECIES: MarR family winged helix-turn-helix transcriptional regulator"
"chromosome","NZ_CP013992.1",1890108,1890869,"-",,,"AWN65_RS08445","WP_158447592.1",253,"MULTISPECIES: copper resistance protein NlpE"
"chromosome","NZ_CP013992.1",1891585,1892640,"-",,,"AWN65_RS08450","WP_060382767.1",351,"serine hydrolase"
"chromosome","NZ_CP013992.1",1893125,1893307,"-",,,"AWN65_RS08455","WP_060382768.1",60,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",1893320,1893520,"-",,,"AWN65_RS14805","WP_123861983.1",66,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",1893560,1895782,"-",,,"AWN65_RS08460","WP_060382769.1",740,"NADP-dependent isocitrate dehydrogenase"
"chromosome","NZ_CP013992.1",1896066,1897124,"-",,,"AWN65_RS15240","WP_081078413.1",352,"hypothetical protein"
"chromosome","NZ_CP013992.1",1897245,1897907,"+",,,"AWN65_RS08470","WP_060382770.1",220,"MULTISPECIES: thiamine diphosphokinase"
"chromosome","NZ_CP013992.1",1897998,1899989,"+",,"uvrB","AWN65_RS08475","WP_060382771.1",663,"MULTISPECIES: excinuclease ABC subunit UvrB"
"chromosome","NZ_CP013992.1",1900169,1900702,"+",,,"AWN65_RS08480","WP_060382772.1",177,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",1900944,1902305,"+",,,"AWN65_RS15245","WP_063744209.1",453,"hypothetical protein"
"chromosome","NZ_CP013992.1",1902494,1904272,"-",,"argS","AWN65_RS08490","WP_060382773.1",592,"MULTISPECIES: arginine--tRNA ligase"
"chromosome","NZ_CP013992.1",1904475,1908788,"+",,,"AWN65_RS08495","WP_060382774.1",1437,"T9SS type B sorting domain-containing protein"
"chromosome","NZ_CP013992.1",1908964,1911381,"+",,,"AWN65_RS08500","WP_060382775.1",805,"MULTISPECIES: TonB-dependent receptor"
"chromosome","NZ_CP013992.1",1912180,1914864,"+",,,"AWN65_RS08505","WP_081078414.1",894,"T9SS type A sorting domain-containing protein"
"chromosome","NZ_CP013992.1",1916015,1916887,"-",,,"AWN65_RS08510","WP_060382777.1",290,"Rpn family recombination-promoting nuclease/putative transposase"
"chromosome","NZ_CP013992.1",1919902,1920807,"-",,,"AWN65_RS08515","WP_060382778.1",301,"MULTISPECIES: DUF5655 domain-containing protein"
"chromosome","NZ_CP013992.1",1920844,1923864,"-",,,"AWN65_RS08520","WP_060382779.1",1006,"DEAD/DEAH box helicase family protein"
"chromosome","NZ_CP013992.1",1923861,1924316,"-",,,"AWN65_RS08525","WP_060382780.1",151,"MULTISPECIES: AAA family ATPase"
"chromosome","NZ_CP013992.1",1924320,1925597,"-",,,"AWN65_RS08530","WP_081078415.1",425,"restriction endonuclease subunit S"
"chromosome","NZ_CP013992.1",1925594,1927585,"-",,,"AWN65_RS08535","WP_060382781.1",663,"type I restriction-modification system subunit M"
"chromosome","NZ_CP013992.1",1928000,1928344,"-",,,"AWN65_RS14910","WP_158447594.1",114,"hypothetical protein"
"chromosome","NZ_CP013992.1",1928592,1929065,"-",,,"AWN65_RS08540","WP_060382782.1",157,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",1931168,1931434,"-",,,"AWN65_RS08560","WP_060382783.1",88,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",1931489,1932457,"-",,,"AWN65_RS08565","WP_060382784.1",322,"class I mannose-6-phosphate isomerase"
"chromosome","NZ_CP013992.1",1932457,1932918,"-",,,"AWN65_RS08570","WP_060382785.1",153,"MULTISPECIES: peroxiredoxin"
"chromosome","NZ_CP013992.1",1932926,1933333,"-",,,"AWN65_RS08575","WP_060382786.1",135,"MULTISPECIES: 6-carboxytetrahydropterin synthase"
"chromosome","NZ_CP013992.1",1933330,1933857,"-",,"idi","AWN65_RS08580","WP_060382787.1",175,"MULTISPECIES: isopentenyl-diphosphate Delta-isomerase"
"chromosome","NZ_CP013992.1",1933954,1935516,"-",,,"AWN65_RS08585","WP_060382788.1",520,"FAD-dependent oxidoreductase"
"chromosome","NZ_CP013992.1",1935596,1935829,"+",,,"AWN65_RS08590","WP_060382789.1",77,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",1935896,1936723,"+",,,"AWN65_RS08595","WP_060382790.1",275,"MULTISPECIES: sterol desaturase family protein"
"chromosome","NZ_CP013992.1",1936810,1937088,"+",,,"AWN65_RS08600","WP_060382791.1",92,"MULTISPECIES: TIGR03643 family protein"
"chromosome","NZ_CP013992.1",1937314,1939167,"+",,,"AWN65_RS08605","WP_060382792.1",617,"MULTISPECIES: peptidase M61"
"chromosome","NZ_CP013992.1",1939256,1939954,"+",,,"AWN65_RS08610","WP_060382793.1",232,"MULTISPECIES: DUF4369 domain-containing protein"
"chromosome","NZ_CP013992.1",1940130,1940975,"+",,,"AWN65_RS08615","WP_060382794.1",281,"AraC family transcriptional regulator"
"chromosome","NZ_CP013992.1",1941048,1941593,"+",,,"AWN65_RS08620","WP_164850726.1",181,"MULTISPECIES: YbhB/YbcL family Raf kinase inhibitor-like protein"
"chromosome","NZ_CP013992.1",1941669,1942169,"-",,,"AWN65_RS08625","WP_060382796.1",166,"MULTISPECIES: DUF4252 domain-containing protein"
"chromosome","NZ_CP013992.1",1942174,1942467,"-",,,"AWN65_RS08630","WP_060382797.1",97,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",1942492,1943904,"+",,,"AWN65_RS08635","WP_060382798.1",470,"S41 family peptidase"
"chromosome","NZ_CP013992.1",1944044,1945954,"-",,,"AWN65_RS08640","WP_060382799.1",636,"TonB-dependent receptor"
"chromosome","NZ_CP013992.1",1946774,1947535,"-",,,"AWN65_RS08645","WP_060382800.1",253,"MULTISPECIES: DUF2490 domain-containing protein"
"chromosome","NZ_CP013992.1",1947719,1948249,"-",,"cobC","AWN65_RS08650","WP_060382801.1",176,"MULTISPECIES: alpha-ribazole phosphatase"
"chromosome","NZ_CP013992.1",1948234,1949034,"-",,,"AWN65_RS08655","WP_060382802.1",266,"MULTISPECIES: adenosylcobinamide-GDP ribazoletransferase"
"chromosome","NZ_CP013992.1",1949071,1950078,"-",,"cobT","AWN65_RS08660","WP_060382803.1",335,"nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase"
"chromosome","NZ_CP013992.1",1950090,1950734,"-",,,"AWN65_RS08665","WP_060382804.1",214,"MULTISPECIES: diphthine--ammonia ligase"
"chromosome","NZ_CP013992.1",1950778,1951284,"-",,,"AWN65_RS08670","WP_060382805.1",168,"MULTISPECIES: bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase"
"chromosome","NZ_CP013992.1",1951398,1951907,"+",,,"AWN65_RS08675","WP_060382806.1",169,"MULTISPECIES: mechanosensitive ion channel"
"chromosome","NZ_CP013992.1",1952011,1953150,"+",,,"AWN65_RS08680","WP_060382807.1",379,"ABC transporter substrate-binding protein"
"chromosome","NZ_CP013992.1",1953156,1954166,"+",,,"AWN65_RS08685","WP_060382808.1",336,"MULTISPECIES: iron ABC transporter permease"
"chromosome","NZ_CP013992.1",1954166,1954948,"+",,,"AWN65_RS08690","WP_060383865.1",260,"ABC transporter ATP-binding protein"
"chromosome","NZ_CP013992.1",1954955,1955908,"-",,,"AWN65_RS08695","WP_060382809.1",317,"MULTISPECIES: acyltransferase"
"chromosome","NZ_CP013992.1",1955985,1956551,"-",,,"AWN65_RS08700","WP_060382810.1",188,"MULTISPECIES: pseudouridine synthase"
"chromosome","NZ_CP013992.1",1956839,1957015,"+",,,"AWN65_RS14915","WP_158447596.1",58,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",1956984,1957391,"+",,,"AWN65_RS08705","WP_060382811.1",135,"MULTISPECIES: DUF2335 domain-containing protein"
"chromosome","NZ_CP013992.1",1957805,1959175,"+",,"rmuC","AWN65_RS08710","WP_060382812.1",456,"MULTISPECIES: DNA recombination protein RmuC"
"chromosome","NZ_CP013992.1",1959183,1959551,"+",,,"AWN65_RS08715","WP_014165131.1",122,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",1959590,1960708,"+",,,"AWN65_RS08720","WP_060382813.1",372,"esterase-like activity of phytase family protein"
"chromosome","NZ_CP013992.1",1960729,1961277,"+",,,"AWN65_RS08725","WP_014165133.1",182,"MULTISPECIES: acyl-CoA thioesterase"
"chromosome","NZ_CP013992.1",1961409,1962257,"-",,,"AWN65_RS08730","WP_060382814.1",282,"MULTISPECIES: DUF5777 family beta-barrel protein"
"chromosome","NZ_CP013992.1",1962358,1962696,"+",,,"AWN65_RS08735","WP_060382815.1",112,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",1962796,1963338,"+",,,"AWN65_RS08740","WP_060382816.1",180,"MULTISPECIES: YceI family protein"
"chromosome","NZ_CP013992.1",1963365,1964321,"-",,,"AWN65_RS08745","WP_060383866.1",318,"ion channel"
"chromosome","NZ_CP013992.1",1964370,1965512,"+",,"nhaA","AWN65_RS08750","WP_060383867.1",380,"MULTISPECIES: Na+/H+ antiporter NhaA"
"chromosome","NZ_CP013992.1",1966380,1966820,"-",,,"AWN65_RS08755","WP_060382817.1",146,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",1966910,1967596,"+",,,"AWN65_RS08760","WP_060382818.1",228,"MULTISPECIES: Crp/Fnr family transcriptional regulator"
"chromosome","NZ_CP013992.1",1967608,1969425,"-",,,"AWN65_RS08765","WP_081078419.1",605,"MULTISPECIES: chloride channel protein"
"chromosome","NZ_CP013992.1",1969662,1972517,"-",,"carB","AWN65_RS08770","WP_060382819.1",951,"MULTISPECIES: carbamoyl-phosphate synthase large subunit"
"chromosome","NZ_CP013992.1",1972667,1972828,"-",,"rpmH","AWN65_RS08775","WP_026979292.1",53,"MULTISPECIES: 50S ribosomal protein L34"
"chromosome","NZ_CP013992.1",1973036,1973545,"+",,,"AWN65_RS08780","WP_060382820.1",169,"hypothetical protein"
"chromosome","NZ_CP013992.1",1973694,1974395,"+",,,"AWN65_RS08785","WP_081078420.1",233,"MULTISPECIES: redoxin domain-containing protein"
"chromosome","NZ_CP013992.1",1974397,1974765,"-",,,"AWN65_RS08790","WP_060382822.1",122,"MULTISPECIES: sulfite exporter TauE/SafE family protein"
"chromosome","NZ_CP013992.1",1974852,1975649,"-",,,"AWN65_RS08795","WP_235588363.1",265,"MULTISPECIES: lytic transglycosylase domain-containing protein"
"chromosome","NZ_CP013992.1",1975696,1976355,"-",,,"AWN65_RS08800","WP_060382824.1",219,"MULTISPECIES: alpha/beta hydrolase"
"chromosome","NZ_CP013992.1",1976459,1977217,"+",,,"AWN65_RS08805","WP_060382825.1",252,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",1977444,1978766,"-",,"mtaB","AWN65_RS08810","WP_060382826.1",440,"MULTISPECIES: tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase MtaB"
"chromosome","NZ_CP013992.1",1978982,1980382,"-",,"aspA","AWN65_RS08815","WP_060382827.1",466,"MULTISPECIES: aspartate ammonia-lyase"
"chromosome","NZ_CP013992.1",1980447,1981619,"-",,,"AWN65_RS08820","WP_060382828.1",390,"GlmU family protein"
"chromosome","NZ_CP013992.1",1981898,1982149,"-",,,"AWN65_RS08825","WP_014165095.1",83,"MULTISPECIES: type B 50S ribosomal protein L31"
"chromosome","NZ_CP013992.1",1982366,1982896,"+",,,"AWN65_RS08830","WP_060382829.1",176,"MULTISPECIES: DUF4199 domain-containing protein"
"chromosome","NZ_CP013992.1",1982899,1983849,"+",,,"AWN65_RS08835","WP_060382830.1",316,"MULTISPECIES: glycosyltransferase family 2 protein"
"chromosome","NZ_CP013992.1",1984062,1985789,"+",,,"AWN65_RS08840","WP_060382831.1",575,"phospho-sugar mutase"
"chromosome","NZ_CP013992.1",1985789,1987618,"+",,,"AWN65_RS08845","WP_060382832.1",609,"MULTISPECIES: ABC transporter ATP-binding protein/permease"
"chromosome","NZ_CP013992.1",1987775,1988461,"-",,,"AWN65_RS08850","WP_060382833.1",228,"hypothetical protein"
"chromosome","NZ_CP013992.1",1988499,1990955,"-",,,"AWN65_RS08855","WP_060382834.1",818,"MULTISPECIES: carboxypeptidase-like regulatory domain-containing protein"
"chromosome","NZ_CP013992.1",1990958,1992658,"-",,,"AWN65_RS08860","WP_060382835.1",566,"M23 family metallopeptidase"
"chromosome","NZ_CP013992.1",1992944,1993171,"+",,,"AWN65_RS08865","WP_235588304.1",75,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",1993180,1993467,"+",,,"AWN65_RS08870","WP_060382837.1",95,"MULTISPECIES: cell division protein ZapA"
"chromosome","NZ_CP013992.1",1993692,1995254,"+",,"rny","AWN65_RS08875","WP_060382838.1",520,"MULTISPECIES: ribonuclease Y"
"chromosome","NZ_CP013992.1",1995709,1997205,"-",,,"AWN65_RS08880","WP_060382839.1",498,"PAS domain-containing protein"
"chromosome","NZ_CP013992.1",1998107,1998499,"+",,,"AWN65_RS08890","WP_060382840.1",130,"MULTISPECIES: START-like domain-containing protein"
"chromosome","NZ_CP013992.1",1998546,1999358,"+",,,"AWN65_RS08895","WP_060382841.1",270,"MULTISPECIES: aminotransferase class IV"
"chromosome","NZ_CP013992.1",1999355,1999915,"-",,,"AWN65_RS08900","WP_060382842.1",186,"MULTISPECIES: YqgE/AlgH family protein"
"chromosome","NZ_CP013992.1",2000032,2000307,"-",,,"AWN65_RS08905","WP_014165082.1",91,"MULTISPECIES: HU family DNA-binding protein"
"chromosome","NZ_CP013992.1",2000480,2001430,"-",,"fmt","AWN65_RS08910","WP_060382843.1",316,"MULTISPECIES: methionyl-tRNA formyltransferase"
"chromosome","NZ_CP013992.1",2001430,2003322,"-",,,"AWN65_RS08915","WP_060382844.1",630,"MULTISPECIES: RecQ family ATP-dependent DNA helicase"
"chromosome","NZ_CP013992.1",2003368,2003913,"-",,,"AWN65_RS08920","WP_060382845.1",181,"MULTISPECIES: ATP-binding protein"
"chromosome","NZ_CP013992.1",2004157,2004444,"+",,,"AWN65_RS08925","WP_088419198.1",95,"MULTISPECIES: DUF493 family protein"
"chromosome","NZ_CP013992.1",2004446,2005165,"+",,,"AWN65_RS08930","WP_060382847.1",239,"MULTISPECIES: DUF4290 domain-containing protein"
"chromosome","NZ_CP013992.1",2005201,2006511,"+",,"murA","AWN65_RS08935","WP_060382848.1",436,"MULTISPECIES: UDP-N-acetylglucosamine 1-carboxyvinyltransferase"
"chromosome","NZ_CP013992.1",2006744,2007511,"+",,,"AWN65_RS08940","WP_060382849.1",255,"MULTISPECIES: TSUP family transporter"
"chromosome","NZ_CP013992.1",2007590,2008006,"-",,"aroQ","AWN65_RS08945","WP_060382850.1",138,"MULTISPECIES: type II 3-dehydroquinate dehydratase"
"chromosome","NZ_CP013992.1",2008078,2008614,"-",,,"AWN65_RS08950","WP_060382851.1",178,"PorT family protein"
"chromosome","NZ_CP013992.1",2008804,2009508,"+",,,"AWN65_RS08955","WP_060382852.1",234,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",2009584,2010492,"+",,"xerD","AWN65_RS08960","WP_060382853.1",302,"site-specific tyrosine recombinase XerD"
"chromosome","NZ_CP013992.1",2010549,2011967,"-",,"hisS","AWN65_RS08965","WP_060382854.1",472,"MULTISPECIES: histidine--tRNA ligase"
"chromosome","NZ_CP013992.1",2012144,2013388,"+",,,"AWN65_RS08970","WP_060382855.1",414,"ABC transporter permease"
"chromosome","NZ_CP013992.1",2013442,2014311,"-",,"prmC","AWN65_RS08975","WP_060382856.1",289,"MULTISPECIES: peptide chain release factor N(5)-glutamine methyltransferase"
"chromosome","NZ_CP013992.1",2014331,2014804,"-",,,"AWN65_RS08980","WP_060382857.1",157,"MULTISPECIES: GNAT family N-acetyltransferase"
"chromosome","NZ_CP013992.1",2014890,2015897,"+",,"ribD","AWN65_RS08985","WP_060382858.1",335,"MULTISPECIES: bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD"
"chromosome","NZ_CP013992.1",2015890,2016498,"+",,,"AWN65_RS08990","WP_060382859.1",202,"MULTISPECIES: HAD family phosphatase"
"chromosome","NZ_CP013992.1",2016553,2017161,"+",,,"AWN65_RS08995","WP_060382860.1",202,"MULTISPECIES: YigZ family protein"
"chromosome","NZ_CP013992.1",2017158,2017559,"-",,,"AWN65_RS09000","WP_060382861.1",133,"MULTISPECIES: acyl-CoA thioesterase"
"chromosome","NZ_CP013992.1",2017757,2019184,"+",,"dnaA","AWN65_RS09005","WP_060383869.1",475,"MULTISPECIES: chromosomal replication initiator protein DnaA"
"chromosome","NZ_CP013992.1",2019184,2019651,"+",,,"AWN65_RS09010","WP_060382862.1",155,"MULTISPECIES: low molecular weight phosphotyrosine protein phosphatase"
"chromosome","NZ_CP013992.1",2019781,2020506,"+",,,"AWN65_RS09015","WP_060382863.1",241,"MULTISPECIES: SAM-dependent methyltransferase"
"chromosome","NZ_CP013992.1",2020507,2021151,"-",,,"AWN65_RS09020","WP_060382864.1",214,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",2021736,2022755,"-",,"mltG","AWN65_RS09025","WP_060382865.1",339,"MULTISPECIES: endolytic transglycosylase MltG"
"chromosome","NZ_CP013992.1",2022768,2023301,"-",,,"AWN65_RS09030","WP_060382866.1",177,"MULTISPECIES: GNAT family N-acetyltransferase"
"chromosome","NZ_CP013992.1",2023390,2024172,"-",,"dapF","AWN65_RS09035","WP_060382867.1",260,"MULTISPECIES: diaminopimelate epimerase"
"chromosome","NZ_CP013992.1",2024397,2025782,"+",,,"AWN65_RS09040","WP_060382868.1",461,"MULTISPECIES: trypsin-like peptidase domain-containing protein"
"chromosome","NZ_CP013992.1",2025913,2027358,"+",,,"AWN65_RS09045","WP_060382869.1",481,"MULTISPECIES: glyceraldehyde-3-phosphate dehydrogenase"
"chromosome","NZ_CP013992.1",2027487,2028341,"+",,,"AWN65_RS09050","WP_060382870.1",284,"MULTISPECIES: alpha/beta hydrolase-fold protein"
"chromosome","NZ_CP013992.1",2028343,2028909,"+",,,"AWN65_RS09055","WP_235588305.1",188,"GNAT family N-acetyltransferase"
"chromosome","NZ_CP013992.1",2029039,2030097,"-",,,"AWN65_RS09065","WP_060382873.1",352,"acyltransferase"
"chromosome","NZ_CP013992.1",2030094,2031230,"-",,,"AWN65_RS09070","WP_060382874.1",378,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",2031422,2032750,"-",,,"AWN65_RS09075","WP_060382875.1",442,"peptidoglycan endopeptidase"
"chromosome","NZ_CP013992.1",2033300,2033797,"-",,,"AWN65_RS09080","WP_060382876.1",165,"MULTISPECIES: endonuclease V"
"chromosome","NZ_CP013992.1",2034290,2037061,"-",,,"AWN65_RS09085","WP_060382877.1",923,"MULTISPECIES: bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase"
"chromosome","NZ_CP013992.1",2037276,2037959,"-",,,"AWN65_RS09090","WP_060383870.1",227,"MULTISPECIES: prolyl oligopeptidase family serine peptidase"
"chromosome","NZ_CP013992.1",2037961,2038914,"-",,,"AWN65_RS09095","WP_060382878.1",317,"MULTISPECIES: MoxR family ATPase"
"chromosome","NZ_CP013992.1",2039053,2040702,"-",,,"AWN65_RS09100","WP_060382879.1",549,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",2040808,2042160,"-",,,"AWN65_RS09105","WP_060382880.1",450,"MULTISPECIES: peptidylprolyl isomerase"
"chromosome","NZ_CP013992.1",2042181,2044139,"-",,,"AWN65_RS09110","WP_060382881.1",652,"peptidylprolyl isomerase"
"chromosome","NZ_CP013992.1",2044282,2046240,"-",,,"AWN65_RS09115","WP_060382882.1",652,"MULTISPECIES: OmpA family protein"
"chromosome","NZ_CP013992.1",2046251,2047165,"-",,,"AWN65_RS09120","WP_060382883.1",304,"MULTISPECIES: type IX secretion system membrane protein PorP/SprF"
"chromosome","NZ_CP013992.1",2047220,2056615,"-",,,"AWN65_RS09125","WP_060382884.1",3131,"gliding motility-associated C-terminal domain-containing protein"
"chromosome","NZ_CP013992.1",2057372,2059198,"-",,,"AWN65_RS09130","WP_060382885.1",608,"MULTISPECIES: T9SS type A sorting domain-containing protein"
"chromosome","NZ_CP013992.1",2059713,2060324,"-",,,"AWN65_RS09140","WP_060382887.1",203,"MULTISPECIES: response regulator transcription factor"
"chromosome","NZ_CP013992.1",2060324,2062018,"-",,,"AWN65_RS09145","WP_060382888.1",564,"MULTISPECIES: HAMP domain-containing histidine kinase"
"chromosome","NZ_CP013992.1",2062143,2063732,"+",,,"AWN65_RS09150","WP_060382889.1",529,"MULTISPECIES: peptide chain release factor 3"
"chromosome","NZ_CP013992.1",2063904,2064218,"-",,,"AWN65_RS09155","WP_060382890.1",104,"MULTISPECIES: DUF3467 domain-containing protein"
"chromosome","NZ_CP013992.1",2064445,2064720,"-",,,"AWN65_RS09160","WP_060382891.1",91,"hypothetical protein"
"chromosome","NZ_CP013992.1",2064805,2069109,"-",,"rpoC","AWN65_RS09165","WP_060382892.1",1434,"MULTISPECIES: DNA-directed RNA polymerase subunit beta\\'"
"chromosome","NZ_CP013992.1",2069186,2072998,"-",,"rpoB","AWN65_RS09170","WP_060382893.1",1270,"MULTISPECIES: DNA-directed RNA polymerase subunit beta"
"chromosome","NZ_CP013992.1",2073261,2073626,"-",,"rplL","AWN65_RS09175","WP_060382894.1",121,"MULTISPECIES: 50S ribosomal protein L7/L12"
"chromosome","NZ_CP013992.1",2073684,2074187,"-",,"rplJ","AWN65_RS09180","WP_060382895.1",167,"MULTISPECIES: 50S ribosomal protein L10"
"chromosome","NZ_CP013992.1",2074213,2074902,"-",,"rplA","AWN65_RS09185","WP_060382896.1",229,"MULTISPECIES: 50S ribosomal protein L1"
"chromosome","NZ_CP013992.1",2074909,2075349,"-",,"rplK","AWN65_RS09190","WP_060382897.1",146,"MULTISPECIES: 50S ribosomal protein L11"
"chromosome","NZ_CP013992.1",2075413,2075964,"-",,"nusG","AWN65_RS09195","WP_060382898.1",183,"MULTISPECIES: transcription termination/antitermination protein NusG"
"chromosome","NZ_CP013992.1",2075974,2076171,"-",,"secE","AWN65_RS09200","WP_060382899.1",65,"MULTISPECIES: preprotein translocase subunit SecE"
"chromosome","NZ_CP013992.1",2076316,2077503,"-",,"tuf","AWN65_RS09210","WP_060382900.1",395,"MULTISPECIES: elongation factor Tu"
"chromosome","NZ_CP013992.1",2078029,2078331,"-",,"raiA","AWN65_RS09230","WP_060382901.1",100,"MULTISPECIES: ribosome-associated translation inhibitor RaiA"
"chromosome","NZ_CP013992.1",2078368,2079261,"-",,,"AWN65_RS09235","WP_060382902.1",297,"tyrosine-type recombinase/integrase"
"chromosome","NZ_CP013992.1",2079350,2079544,"-",,"rpsU","AWN65_RS09240","WP_060383871.1",64,"MULTISPECIES: 30S ribosomal protein S21"
"chromosome","NZ_CP013992.1",2079866,2081206,"-",,,"AWN65_RS09245","WP_060382903.1",446,"MULTISPECIES: FAD-dependent oxidoreductase"
"chromosome","NZ_CP013992.1",2081512,2082681,"-",,,"AWN65_RS09250","WP_060382904.1",389,"MULTISPECIES: acyl-CoA dehydrogenase family protein"
"chromosome","NZ_CP013992.1",2082707,2083600,"-",,,"AWN65_RS09255","WP_060382905.1",297,"MULTISPECIES: helix-hairpin-helix domain-containing protein"
"chromosome","NZ_CP013992.1",2083603,2083824,"-",,,"AWN65_RS09260","WP_060382906.1",73,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",2083874,2085148,"-",,,"AWN65_RS09265","WP_060382907.1",424,"MULTISPECIES: DUF2851 family protein"
"chromosome","NZ_CP013992.1",2085339,2086700,"-",,,"AWN65_RS09270","WP_060382908.1",453,"MULTISPECIES: pyridoxal-phosphate dependent enzyme"
"chromosome","NZ_CP013992.1",2086851,2088767,"-",,,"AWN65_RS09275","WP_060382909.1",638,"putative porin"
"chromosome","NZ_CP013992.1",2088842,2090257,"-",,,"AWN65_RS09280","WP_060382910.1",471,"MULTISPECIES: RagB/SusD family nutrient uptake outer membrane protein"
"chromosome","NZ_CP013992.1",2090268,2093255,"-",,,"AWN65_RS09285","WP_063743148.1",995,"MULTISPECIES: SusC/RagA family TonB-linked outer membrane protein"
"chromosome","NZ_CP013992.1",2093455,2094114,"+",,,"AWN65_RS09290","WP_060382912.1",219,"MULTISPECIES: ribonuclease HII"
"chromosome","NZ_CP013992.1",2094196,2094894,"-",,"lipB","AWN65_RS09295","WP_060383872.1",232,"lipoyl(octanoyl) transferase LipB"
"chromosome","NZ_CP013992.1",2094918,2095658,"-",,,"AWN65_RS09300","WP_060382913.1",246,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",2095832,2097523,"+",,"lysS","AWN65_RS09305","WP_060382914.1",563,"MULTISPECIES: lysine--tRNA ligase"
"chromosome","NZ_CP013992.1",2097699,2099054,"-",,,"AWN65_RS09310","WP_060382915.1",451,"MULTISPECIES: T9SS type A sorting domain-containing protein"
"chromosome","NZ_CP013992.1",2099113,2100681,"-",,,"AWN65_RS09315","WP_235588306.1",522,"PepSY domain-containing protein"
"chromosome","NZ_CP013992.1",2100771,2102912,"-",,,"AWN65_RS09320","WP_060382917.1",713,"MULTISPECIES: TonB-dependent receptor"
"chromosome","NZ_CP013992.1",2103466,2103834,"-",,,"AWN65_RS09325","WP_060382918.1",122,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",2103861,2104895,"-",,,"AWN65_RS09330","WP_060382919.1",344,"MULTISPECIES: cytochrome-c peroxidase"
"chromosome","NZ_CP013992.1",2105158,2106042,"-",,,"AWN65_RS09335","WP_060382920.1",294,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",2106066,2108054,"-",,,"AWN65_RS09340","WP_060382921.1",662,"TonB-dependent receptor"
"chromosome","NZ_CP013992.1",2108061,2108966,"-",,,"AWN65_RS09345","WP_060382922.1",301,"hypothetical protein"
"chromosome","NZ_CP013992.1",2109065,2109433,"-",,,"AWN65_RS09350","WP_060382923.1",122,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",2110054,2110866,"-",,,"AWN65_RS09355","WP_060382924.1",270,"hypothetical protein"
"chromosome","NZ_CP013992.1",2110971,2111270,"-",,,"AWN65_RS09360","WP_060382925.1",99,"helix-turn-helix domain-containing protein"
